text,emotion
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯗꯨ,angry
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯣ,excited
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯣ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯍꯥꯏ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯗꯨ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯣ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯣ,excited
ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯍꯥꯏ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯣ,angry
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯣ,excited
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯣ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯣ,excited
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,sad
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯣ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯃꯥꯡꯂꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,happy
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯣ,angry
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯣ,happy
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯣ,tired
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯣ,sad
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯍꯥꯏ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯣ,angry
