Emotion,Text
joy, tunkar intihsiakna chu a ropui khawp mai
sadness, hun rei tak a rawn kal ta lo
anger, tiang em em an thinrim thei anih hi
sadness, ka duh zawng pawh an zuar theilo anih hi
neutral, karleh ah aw
joy, ka sam khuih hi a nuam
sadness, an tling ta lo ka trap dawn
sadness,ka pui theilo che hi ka tihpalh
fear,tinge i ve dawih em em ve a
sadness,ka ranvulhte an damlo nasa mai
joy, ranvulhte an lian tawh khawp mai
fear, ka ranvulhte hi ka hlau leh thin
joy, zanin chu kan in be tlaivar alawm le
anger,vawiin chu thinrimna hlir ka hmu
sadness,ka duh a mahse ka nei theilo 
joy, ka pui thei che hi ka lawm ngawih ngawih
anger, tinge tianga thinrim taka i in hum mai mai a
sadness, a hma zawng aiin alungleng hmel zawk
fear, doctor te hi ka hlau
fear,hlauna hi min lo umbo sak teh
fear,chhungte nena film en hi ka hlau
sadness, film entur pawh ka hrelo a
fear,zan  hi ka hlau
neutral,doctor ka nia
joy, hlimna chu awlsam tein a zawn hmuh theih
joy,doctor nih hi a nuam ka ti
fear,luiah ka tla ang tih ka hlau
joy,ka pan thil min lei treuh mai
joy, ka nutei te nen kan bazar a
anger,doctor te hi ka hua
fear,hlauhna hi chu pawi ka tilo
anger,mi tu emaw ngei deuhte i nei ve em
joy,doctor ka ni thei hi ka lawm
neutral,chaw ei i siam ang u
joy, hun pawh a kal zung zung mai a lawm hlim chuan
neutral, eng thil nge ni ta a
anger, theihnghilh daih rawh ka thinrim leh palh ang
fear,lui kal te hi ka hlau ania aw
sadness,hrehawm dawn mahse a tuar fan fan ani
anger, i thu sawi chu ka va hne ta ve 
joy, lui kal hi nuam ka ti 
joy,ka tlai chu hlimna hlirin a khat ani
anger, ka thil neih a chhiat hian ka thinrim thin khawp mai
fear, a hlauh ang ngeiin a hnaiber ani ta
fear, ka hlauh zia chu a hmu ta a
neutral,aw nilo
joy, hla sak laiin ka lo mu thei hi a lawmawm zawk
sadness, lui pawh ka kal ve theilo anih hi
fear,thil lian dum deuh a awm ania ka hlau deuh reuh
joy,ka rin ai daiha ka ti tha hi chu ka lawm ani
neutral, a tawp ve ta
fear, dawihzep tak ka lo ni amnih hi
joy,rauh sur ri han mawi zia hi aw
joy, hla thar tam tak a awm hi chu a ropui ani
fear, dawihzeppa
joy,damtaka a infiam leh thei hi ka lawm ani
fear,a hlauh ang ngei in thu chu an puang ta a
joy, thu puang that zia chu a
joy, a rawn kal tur ka lawm zia chu ka insum theilo
joy, ka duhzawng tak ka sa leh thei ta
joy,mi tam tak chuan hlim takin an bawm a
joy, mi ka en hian ka lawm ngawih ngawih thin
joy,mi ei chhuahpuiah ka sawm bik
fear, ei chhuahpui tur pawh ka neilo a
anger, thinrimna chi kan thehdarh ange
fear, rul tam deuh ka hmu chu ka hlau
sadness, vawi khatmah ka ei leh tawh loang
sadness, mi fel deuh hmuha kan hmuh leh dawn tawhlo tih ka hrait hian ka lungchhe thin
joy, unaupa ka nei ve ta
neutral,rul ka man
sadness,mi tam tak tan a hlawhchham tih kan hriat hian pawi kan ti ani	
joy, i va ti tha thin em pute u
joy,intur neih hi chuan kan hlim veng veng mai ani
joy, lalpa hnenah lawmthu awm rawh se
fear,ka tho leh theilo ag tih hi ka hlau thin
fear, i hlauna hi i rinna tilang thei tu ani
joy, ka thiamthil ka hmu chhuak ve ta
neutral,awle ka pu
sadness, tumah ina an awmlo hi chu a lunglengthlak ngawih nawgih
joy, hlimna hi i chhiar ve ngawi em
joy, ka hlimna chu ka ziak zo ta
fear, hlauna chu bei let fan fan rawh
joy,nula kan mutpui anih kha
fear,lehkha chhiar hi ka hlau
fear,ka mangan
sadness, tihpalh mahse hmun dangah i lei angai
sadness,ka nu in min boralsan ta ani awm e
fear,hlauhna chu rilru ah bak a awmlo ania
joy, mi tam tak an inpekna hi a va ropui em
sadness, ka mi hmangaihin min kalsan ve ta anih hi
joy,hlim takin ka thleng ve thei e naktuk ah kan inhmu dawn nia
fear, mi zawng zawngin a hming sawi an ngamlo a
sadness,tuman an theihnghilh loh  che ka beisei
sadness, ka bialnu ka chan
joy, ka paincham ka thleng leh trep tawh e
sadness, mahse ka theihnghilh theilo 	
anger, mi mawl deuh nen kan in hnial alawm
joy, pawisa neih hi chu a nuam hem hem
joy, thil ka ziak thei hi ka lawm em em ani
anger,kan inhnial leh tran dawn e
joy, riltram a eitur neih hi a nuam
sadness, ka awmna a rimchhe lutuk
joy, ka bialpa nen kan cheng dun thei dawn ta
joy,sawng sa te tui hmel zia saw
fear, kan chesual ang tih hi a hlauhawm thin
sadness, ka thian a boral
anger, a tawk anih chu
fear, hlauhna leh dawihna hi a inang reng
sadness, ka zir thiam theilo anih hi a
joy, ka fapa hmasa ber ka nei ta
fear,ka fa hi a damloh hi ka hlau thin
joy,hma deuhah ka thawh phah thei hlau e
joy,mi tam tak chuan an hlimna chu an thup theilo
anger, a thinrim lai chuan a ang vak vak zel
fear,him lutuk hi a awm theilo ania
joy,ka inziak tling ve ta
neutral, a zing em
sadness, mi zawng zawngin an ngai dawn che a nia aw
sadness, class pakhat chiah ka nei asin mawle
joy,hun reilote pawh hi ava hlu em
sadness, ka chhung hnai tak ka chan
sadness,an inchhunglo
joy, ka thiannu chu a hmeltha hle ani
joy, ka va ziak mawi em
joy, rawngbawl hi nuam ka ttih zawng tak ani
joy,a thawnthu sawi chu nagihnawm a ti hle
anger,ka thinrim lain ka lo ang alawm le
fear, ka dawih sia ka mu theilo
sadness, a boral tih ka hriat hian ka lungngai thin
fear,thlawhna a chuan hi chu ka hlau tawp
joy, zirtur ngah hi chu anuam ania
joy, ka lawm lutuk ka nu leh pate min hmangaihna ah hian
fear,zirtur ka ngah lutuk ang ka hlau
anger, min zah lo takin min an khum alawm
joy, ka ringloh takin ka lo tling leh thin
joy, a va muanawm tak em vele
joy, ka ke pawh a dam tawh e
joy, christmas ka inah kan lawm dawn
joy, ka hna ah hlim deuhin kan kal ange
sadness,ka kalsan tur che hi chu ka duhlo khawp mai
anger, a naute lakah a thinrim khawp mai a
joy,kan naute fing zia hi chu aw
fear,hlauh ka nei em le
joy, min hmangaih tih min hrilhtu neih hi chu a nuam ani
sadness, ka nun min hrem alawm
anger, thinrim deuhin mut ka tum alawm le
neutral, maw
sadness, ka thiannu a thi
sadness, aw enge ka tih tak ang
sadness,ka kalsan dawn che aw	
joy, thiante nen hun tam tak kan hmang ang chu
neutral, i che sawn thei em
joy, thinpui tui tak minlo thlit ve teh
anger,thinpui in min thlit buak a ka thinrim phah vek alawm
sadness, thinpui thlit hi ka thiamlo
joy, class hnahnung ber kan thleng leh ta
joy, thla ila ho ang u
anger, meidilah i tlak ka beisei zawnga
fear, ka vawih ang tih ka hlau
sadness, mahni inring ve teh
joy, ka pasal te chhung kan tlawh dawn
joy,tui khawhthla mawi zia hi
sadness, ka sam khawngkharah a tang trep alawm
anger,min bumna ah hian ka thinrim hle ani
joy, khawngkhara inzai mawi zia hi
sadness, ka exam ka tichhe nawn leh alawm le
joy, thianna infiam ila
sadness, an inkawm ngaih ngawt mai
joy, ka unaunu in min rawn tlawh dawn ka van lawm tak
joy,ka mumangah ka thiante nen kan infiam alawm
sadness, ahmunah hmu ve thei ila ka van ti tak
fear,an chhungte thar tur chu an hlau ve thin ngawt ang
anger, thingpui hi ka hua
joy,a beng tawn tawnin a nui alawm
sadness,ka beng a chhet dawn anih hi
anger,ka beng chhe lutuk hi ka hua
neutral, ting i zawr a
joy, naktuk ka awl hlauh e
fear, ka beng chhet ka hlau
joy, a beng mawi zia hi
sadness,a hah ngang a niang a
sadness, a trah a ti chhuak anih saw
joy, a phur nasa em em mai khawp a
sadness, tui khawhthla chu ka va hmu ve chak tak em
joy,ka zirlai chu ka thiam fai vek tawh
sadness, ka room hi ka lung a ti ngai
sadness, a lungchhiatna chu ngaiah a nei ve ta
joy, thil fai hi chu an mawi ani
joy, mahni thil tih hnawk tih fai hi a tha ania
neutral, ni li
joy, min tih fai pui hi ka lawm hle ani
neutral, nang pawh maw
anger,an rawn tlawh ve duhlo chu an lawmlo hle ani
fear,room bal deuhin a awmang tih ka hlau
sadness, naktuk an phum ni
fear, i hlauh chuan vengtu au rawh
joy, room ka duh lutuk
joy,hlimna chu i duhthlanna ani alawm
sadness, a hma ai zawngin a lung a chhe zawk
joy, saw tlaia thil thar saw en teh
anger, i mawng ka pet chak ngawt mai
joy, i hlimna chu a nasa thei ang berin thehdarh rawh le
anger, mipui te thinurna chu a so sang cho zel
sadness, ka lang tha ve thei thlawt lo anih hi
joy, a nalh lutuk ka hriat duh zawng tak ani
neutral, i ti tak maw
sadness, min lo hrethiam hram mai teh a
sadness,i hmalam hun tur hi ka ngaihtuah pui che
joy, ka lawm lutuka  ka tlan vak alawm
fear,mahni a thli tleh laia haw hi chu a hlauhawm
neutral, ka hria e
joy,i thiltih ah in chuang rawh le khai
joy, rei deuh ka chuang thei bik
fear,naupang te chungchang chu kan ngaihtuah hle ani
joy, eitur zawng hmuh hi chu a nuam ani
neutral,Okay
joy,ka chawlh pawh a zo ve ta e
joy, ka bus ka nang hman hlauh e
joy, ka hlim lutuk ka mittui a tla zawih zawih mai
neutral,eng vang chuan maw
sadness, ka mittui a tla nasa lutuk 
joy, hlimna thuruk chu pathian biak hi ani
anger,thinurna ka ngah khawp alawm
sadness, ka thianpain min biak duhlo chu le
fear,min biak duh tawh loh ka hlau
joy, kea kal te hi a hrisel ania
joy,ka nghakhlel khawp alawm a thusawi tur chu
anger,kea kal hi ka hua
joy, ka biak chu a fel lutuk
anger,zan thinur thlak tak ani
sadness, kea kal ve thei ila ka va ti em
sadness, a va en tute pawh ka khawngaih ngawt mai a
fear,hlauna in a that theilo che
joy, kan in cheimawi ang chu mawle
sadness, kan chawlh pawh hi ka ngaihsak peihlo
sadness, vawiin chu ka awm thiamlo
neutral, i sawi ang chiah in
joy, ka naute thil kan lei teh ang
joy,ka thu sawi ah an nui huk mai a
joy, ka chhungte nen thil kan lei ho alawm
joy,ka chhuang lutuk ringawt ka nau hi
joy, ka na lo chu ka van lawm tak
joy, ka chak leh ta
fear, thil lei theihloh hi a hlauhawm
sadness,nizan chu a va hrehaw ve
joy, ka nui vak vak alawm le
sadness, mi zawng zawng min thlir dan hi k duhlo
anger,min thlir danah ka thin a rim
anger,ka thinurna hi a dai thei lo
sadness,thinpui dai bak intur ka neilo
joy, he game hi ava nuam tak
joy,chhungten min tawh bik bik
joy, ni hnih hnuah chawlh kan hman dawn
sadness, game khelh tur pawh ka neilo
sadness,a fa a thih khan a lung a chhe tawp
joy, kan thingkung tur ka thlang fel chiah e
anger, game khelh tur neihloh chuan thinur a awl
sadness, ka pu damloh avangin ka pi a buai hle ani
neutral, game an khel e
anger,a thinrim dawn mahse ka kal ang
joy, ka chhungte nen kan inhnaih tawp
joy, a game khelh ah an chak ta
joy,zawi muangin kan thleng ve thei ta
fear, mi te leh dawihzep ten 
fear, hlauna hi rinlohna atranga lokal ani
joy, ka muthlu thei chu ka lawm khawp mai
anger, a thutiam a bawh chhiat avangin a thinur hle a ni
anger, naupang thinurthei tak ani
fear,ka pi thih atrangin thihna ka hlau
sadness, naupang hlimlo tak i ni
joy, a lawmman dawn chu ahlimpui khawp mai a
anger,thinurna chi hrang hrang a awm
fear,ramdang hlauhna chu a pung zel e
joy, ramdang ah ka kal chu ka lawm
joy,lawmman mawi tak ani hi a
joy, aw  a nuam khawp mai
sadness,ramdang pawh ka la kal ve theilo
neutral,ka nau
fear, ka hlauh bber chu miin min thlir thrup ang tih hi ani
joy, naupangte nen thil kan ei ho alawm
joy,kan puten ka tih that thu min rawn hrilh alawm
joy, ui naute thar ka nei dawn
joy,ni ropui tak nei ngei ngei ang che
sadness,ui naute ka duh ve e
neutral, alo ni tak anih chu
sadness, an inleng chu a lungawiloh hmel hle
anger,min hua tih hi chu a hriat alawm a awm danah
sadness, naktuk ah maw ka hmanlo ang a
joy,ni zan chu a nawm in ring ngawt lo maw
anger,i thinurna a nep lutuk
anger, min puhna ah ka thinur khawp mai a
sadness, tumah kawm tur han neihloh bik mai chu
fear,engmah hlauhna vangin lei suh
fear,ui naute hi ka hlau
sadness,a changchuan ka trawngtai ngamlo thin ani
joy, i chak chu a ropui ngawt mai
joy,ka tin mawi zia hi chu aw
joy, lehkha thawn tha tak ani e
anger, ka thinrim lutukka tin a tliak daih
joy, lehkha thawn ka ziak thiam
fear,lehkha ka dawng ang tih ka hlau
fear, ka tin a tliak ang tih ka hlau 
anger, ka hun a tlem lutuk tih ka hriat hian ka thinur thin
neutral, ka tin a sei
sadness,ka thiante telo in class ka kal angai
joy, pathian hnenah awm rneg hi a tha ani
neutral, ka lo leng 
sadness, ka thianpa chu a zirna kawngah a lungngai hle ani
sadness,ka tihpalh lutuk ka pu 
joy, zirna kawngah hma tha taka lak hi a tha
joy,class kal hi nuam ka ti ve ringawt
anger,lehkha ziah hi ka haw ngawih ngawih
sadness, i va ngai ve i bialpa chu em em a
joy, ka thuziak hrethiamtu ka tawng hi ka lawm ani
sadness, a man a to telh telh hi chu a lungngaihthlak
anger,thu neitute kan ko chu an thinrim phah hle ani
joy,ka thlalak mawi in tih avangin ka lawm e
sadness, ka ke a na tawh lutuk a hrehawm
neutral,dar kua anih hi
sadness, mite an hlim loh chuan ka hlim thei bik lo
sadness, ka lehkhabu ka theihnghilh daih alawm le
sadness, ka beihnawn a ngai leh dawn a hrehawm tawp
sadness,ka lo hai palh aniang min lo hrethiam lok
fear,ka thiante chem nen min vau alawm
fear,ka thlalak ka tih bo ka hlau
joy, mite hnena hla ka sa thei hi ka lawm
fear, kan zirtirtu thil zawh hi ka hlau
neutral,Mm
joy,min hmangaih ve em hi a tha e
fear,ka lehkhabu ka theihnghilh ka hlau
anger,a thinur vak loin ka hria
fear, hun lo kal tur hi ka hlau tlat mai a
sadness, chaw ka ei chak nen engmah eitur ka neilo
joy, christmas kung hnuaiah thinpui in hi anuam
fear,haluna hian mite a thlak thei ania
joy, ka lal fanu nen thil kan ei dawn
joy, ka lal fanu han mawi zia hi chu a
sadness,lal fanu ka va ni ve chak
fear, lal fanu hi an hlauhawm
anger, lal fanu te hi ka hua
neutral,awm e
joy, kan hlimna te kan lalpa henah kan thlen tur ani
joy, ka pasalte nen hun nuam tak kan hmang thei ani
fear,a rilru hun tawpah a thlak ang tih a hlau hle ani
sadness, mahni chauhin ka awm ta biak tur neiloin
fear, ka chhungten ka nun an tih chhiat vek hi ka hlau thin
joy, hlimna hian ani kan nun tipawimawh tu
fear,christmas kung ka neihlo ka hlau
fear, hepa hi hlau hle rawuh u aw
neutral, enga tan nge ni dawn
sadness, in lam atrangin ka fanu  a damloh thu ka dawng
joy, engpawh thleng se ka nui zel tho ang
joy, a tawp miah loin hlim takin kan zia ang chu
anger,lalpa ka hua che
joy,hlim taka nun mawi tak neih a trul ani
joy, hlim takin ka awm thiam lo anih hi
sadness,lalpa min hrethiam theilo ami
joy, malis ka van nuam tak
fear,malis hi ka hlau 
sadness,malis ka va mamawh tak em
joy, ka kawr hi han ha ve chhin teh
neutral, kan in malis
joy, hnathawh ka ngai talo ka van lawm em
joy, tui takin ka e thei e
sadness,hrehawm ti tak chungin a  be ve thei hram e
joy, ka in hmuhlo rei tawh nen minlo la hre ve chu ka van lawm
anger, thinrim deuhin min malis alawm
sadness, an chaklo chu an la na hle ani awm e
joy,a rawn dam chhuak leh thei dawn ta  ava lawmawm em
sadness, khawngaihin min lo zui ve teh
joy,kan piancham a inang hi ka van lawm
joy,aw thianna ava ropui thin ve
joy, hun reilote hnuah chuan hlimna zawng zawng a dawng dawn ta
joy, ka pa thusawi ka ngaithla leh thei hi chu ka va lawm tak em
joy, kan fate an nui hi chu a mawi ania
sadness, kan fate telo chuan engtin nge ka awm ang
sadness, ka intur ka theihnghilh daih chule
joy, anih leh dam takin kan in hmu khawm leh dawn nia
fear,kan fate min laksak ang tih hi ka hlau
fear, doctor pawh an hlauh hmel khawp mai
sadness, doctor ka hmuh a ngai dawn hi chu a hrehawm
joy, chawlh nuam deuhin ka va hmang awm e aw
anger, lalpa min thinrim khum ami
anger,kan fate hian min hua in ka hria
neutral, ni chiah mai
joy, ka nute nei thil kan lei ho char char alawm
sadness, ka nute nen pawh kan bazar hmanlo anih hi
anger, ka bazar hman lo tur hi ka thinrim
fear,hlauhna hi kan hmachhawntur lian ber ani
neutral, enge thil a thleng ami a
neutral, ka lo tum dawn nia
sadness, ka pa lungphu chawlin a boral ta
joy, nilengin kan nui
neutral,ka thlawp che
fear, hlawhchham hi hlau ngai suh
fear, ka mit a del ang tih hi ka hlau
neutral,thli a rawn tleh e
joy, ka fanu duhawm zia hi chu aw
anger, kan nu chu ka lakah a thinur alawmle
fear, hlauhna thehdarh ka tum
fear, a va rawn haw tlai ve ka hlauhthawng deuh
anger,thinrimna hi chu insum theihloh na ani
joy, kan in fiam nileng ang chu
sadness, nileng a ka hrehawm chu le
sadness, ka lu a na lutuk
joy,zana kea kal hi thla a timuang duh
anger, thinrim nileng alawm
joy,ka duhtak nen kan in ngaizawng thei e
joy,tui takin ka mu thei bik anih hia
fear, hlau loin i lei ang u khai
joy, i va huaisen em em
sadness,ka rilru a buai vekin ka hria
fear, huaisenlo tak ka ni
joy,ani te zawng a hlim lutuk ringawt
sadness,hlimlohna hi chu beidawnna ani
sadness, a chang chuan lungchhiat lai kan nei thin alawm
sadness, ka pa thihna chu ka tuar nasa lutuk ringawt
neutral, ila hre nange
fear,hlauthawng takin an in melh alawm
joy,lalpa hlimna in  min tikhat rawh
joy,hlimna in min siam thar leh ang che
sadness,ka lawmlohna blpui ber ilo ni
joy,ka hlim tawp thei tawh lo
joy, pawisa chhar hi chu anuam ania
joy,hmangaihna hi chu a pawimawh anih hi a
sadness,a va thui ve ka chau vek 
joy,ka ziak treuh mai a nuam lutuk
sadness, an inthren thut alawm le a
sadness,ka nun ka ei a phallo
joy, ka inchhirlo tih hi ka hrechiang em
anger,an thinrim hi chuan an muang vek zel
sadness, min zuitu ka chan ta
fear,ka chungte pawn min hlauh pui khawp mai
fear, he nu hi lo hlau hle rawh u
fear, ka thianpa motor khalh ka hlau
neutral, ni e a
joy,ka mood kan ti tha ange aw
joy,hun nuam tak kan hmang thei alawm
joy, ka nu duh ber chu in hring hi ani
joy, ui naute nen ka infiam chak e
sadness, ka rihna ka hlauh phah vak alawm
sadness,ka mood a fuhlo teh mai ania aw
fear,in hring saw ka hlau
anger, in hring saw min ti thinrim
joy, kan malsawmna te chiar hun tha tak ani
joy, lalpa hnenah chuan hlim takin kan inpe tur ani a lawm
joy,a kal tur hi ka hlim lutuk alawm
sadness, ka hlimlohna hi tinge a kiam theih loh
joy, ka puar lutuk ringawt mai a
anger,thinrim lai chuan a aia thinrim a awl
anger, thinrim lai hi chuan engmah kan ti theilo
sadness,ka nu chu a che thei tawhlo a
anger,an in hau ang tih hi a kan hre reng mai
sadness,min thlaktu an hmu ta hi ka lungngai
joy,ui naute hi an mawi ani
joy, christmas hla sak hi a nuam ani
fear,ka thenawmte in ka hlauh thin zia chu
joy, naktuk chu hlim takin kan kal tlang ang chu mawle
joy, ka nu chuan lalpa ah lawmna a awm a ti ani
sadness, ka kawr ka ha tawk tawhlo
fear, hlauhna hi tlem tlemin ka hneh thei
joy,mite nena lam ho thei hi a hlu a sin
fear,ka kawr hi ka ha ngamlo
joy,ka thiannu nen film kan en ho
joy,ka mumangah ka hmangaih che min lo tia
fear, a hlauhna chu a lo pawi anih hi a
anger,ka kawr min laksak chu ka thinur khawp mai
sadness, ka pi boral ni kha chu aw
fear,ka kal apiangin ka tlak ka hlau thin
fear,ka hlauhna hian min ti kal thin
anger, a thin hmuh chuan a ti thinrim ngei mai
fear,tlak hi chu a hlauhawm alawm
joy, ka tlak khan a nuam tawp
sadness, ka ui naute a thi
fear,midante tihnat hlau rawh
joy,lehkha thawn lawmawm deuh ka dawng
joy,he hun min pek hi ka lawm takzet ani
sadness,a fanu lungaih zia kha chu aw
joy,tha taka ekser lak hi a hrisel
sadness, ka nite an boral
sadness, mahni chauha zai ngaihtlak hi chu a hrehawm
joy, ka bialpa nen hun hlimawm deuh kan hmang dun a lawm
anger, ka nite hi ka hua
anger, ka bialpa leh bialnu lakah ka thinrim
joy, i thiltiha i lawm bawk maw
fear,ka bialnu hi ka hlau leh thin
joy, i nute minlo biak rawh aw
joy,i pate minlo biak rawh aw
sadness, ka hlawhchham hram chu le
joy, kan inkawm ho a kan hlim tlang khawp mai
sadness, mang thalo ang mai ani
anger, ka nite hi ka hua
joy, kan chawlh laia inkhelh hi a nuam ani
joy, tu nge mi ropui chu ni ang le
fear, hlauhna chuan min enkir tir leh thin
joy, an thiltihah chuan a chhungte chu an inchhuang hle
sadness, engthil nge alo thlen takle
fear,ka hnungah mi hlauhawm deuh a awm a
joy, ka nute ka lawmpui a che u
sadness, a tihpalh tak zet ani
sadness, a tihpalh tih hi a hriat lutuk
fear,a hlau tih hi a hriat lutuk
sadness, i hrethiamlo chu a pawi ani
joy,an tranpui thei chu an lawm hle
anger,i  lakah a thinur anih chu
sadness, a pawi khawp mai ka lei theilo
fear,an va hlauthawng awm vele
sadness,ka thiante nen kan inhre chiang thei talo
